site_id,site_type,eff_fetch_m,wind_spd_ms,wind_dir_deg,wave_energy_proxy,round
8,Control,398.48427171825654,6.335056889894121,249.52432424495203,15992.347678301989,6
9,Stone_pile,481.1277028262816,6.335056889894121,249.52432424495203,19309.07201953722,6
10,Control,1649.639682477999,6.335056889894121,249.52432424495203,66204.8999634411,6
11,Reference,239.09834459045132,6.335056889894121,249.52432424495203,9595.720903886728,6
12,Reference,256.13490776635837,6.335056889894121,249.52432424495203,10279.448370412929,6
13,Reference,1633.3162023406353,6.335056889894121,249.52432424495203,65549.79061985038,6
14,Reference,1608.168813382143,6.335056889894121,249.52432424495203,64540.551821813075,6
15,Reference,923.2784246374482,6.335056889894121,249.52432424495203,37053.88297261755,6
16,Reference,975.0926506996526,6.335056889894121,249.52432424495203,39133.34049874742,6
17,Reference,20.369210457204883,6.335056889894121,249.52432424495203,817.4764192310298,6
18,Reference,57.84271185542405,6.335056889894121,249.52432424495203,2321.398419714343,6
19,Reference,1083.301884535468,6.335056889894121,249.52432424495203,43476.09581514441,6
20,Reference,871.4264200011215,6.335056889894121,249.52432424495203,34972.9092810201,6
